model,tag,count,first_step,last_step,first,last,minimum,maximum,median,nonfinite,constant,zero_fraction,duplicate_steps,backward_jumps
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block2.block.2.weight,3400,49,169999,0.00095443578902632,0.00014792177535127848,0.0001352485705865547,0.00246047112159431,0.0005039307870902121,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.block2.block.2.bias,3400,49,169999,0.0011414153268560767,0.00022644926502835006,0.00022644926502835006,0.003352290252223611,0.0008350131683982909,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.res_conv.weight,3400,49,169999,0.037095338106155396,0.005503781605511904,0.005503781605511904,0.08967567980289459,0.017159653827548027,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.0.res_conv.bias,3400,49,169999,0.0014316703891381621,0.00026824811357073486,0.00026547061861492693,0.00558270700275898,0.0010773991234600544,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.norm1.weight,3400,49,169999,0.0013862720225006342,0.00015449598140548915,0.00012631164281629026,0.0034046319779008627,0.0006314359197858721,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.norm1.bias,3400,49,169999,0.0018488670466467738,0.00045294154551811516,0.0003986991650890559,0.005079253111034632,0.0013860467006452382,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.attn1.to_q.weight,3400,49,169999,0.0008166733314283192,7.396242290269583e-05,6.216328620212153e-05,0.0016156388446688652,0.00020986107119824737,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.attn1.to_k.weight,3400,49,169999,0.0007377297151833773,9.378412505611777e-05,8.155683462973684e-05,0.0007377297151833773,0.00023064617562340572,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.attn1.to_v.weight,3400,49,169999,0.016466710716485977,0.0011556964600458741,0.0011556964600458741,0.039676785469055176,0.00599115714430809,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.attn1.to_out.0.weight,3400,49,169999,0.005822713486850262,0.00039612388354726136,0.00033416389487683773,0.005822713486850262,0.0009256618504878134,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.attn1.to_out.0.bias,3400,49,169999,0.0016055783489719033,0.0003287976433057338,0.0003287976433057338,0.00575469434261322,0.0012981414911337197,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.norm3.weight,3400,49,169999,0.0010305808391422033,0.00036903636646457016,0.00032076489878818393,0.005366744473576546,0.0010171477915719151,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.norm3.bias,3400,49,169999,0.0013973908498883247,0.0006200901116244495,0.0005897351657040417,0.006253831088542938,0.0014147958136163652,0,False,0.0,0,0
fm,grad_norm/grad_2.0_norm/decoder.estimator.up_blocks.1.1.0.ff.net.0.alpha,3400,49,169999,0.0005507721798494458,0.00030335941119119525,0.00019546670955605805,0.0030605110805481672,0.0008787547412794083,0,False,0.0,0,0
