phone,count,mean_ms,std_ms,min_ms,p01_ms,p05_ms,p10_ms,p25_ms,p50_ms,p75_ms,p90_ms,p95_ms,p99_ms,max_ms,mean_frames_16ms,p05_frames_16ms,p50_frames_16ms,p95_frames_16ms,lt_1_frame_ratio,lt_2_frames_ratio,ge_10_frames_ratio
S,18184,118.1018477782666,51.21460838207872,29.999999999999805,40.000000000000036,59.99999999999961,60.00000000000006,80.00000000000007,109.99999999999987,140.0,180.00000000000017,229.99999999999997,289.9999999999996,390.0000000000001,7.381365486141663,3.7499999999999756,6.874999999999992,14.374999999999998,0.0,0.0003849538055433348,0.1615156181258249
SH,2791,129.50555356503045,33.89298427914511,10.000000000000009,79.99999999999963,80.00000000000007,90.00000000000009,109.99999999999987,120.00000000000011,149.99999999999991,169.99999999999994,189.99999999999994,239.9999999999998,390.0000000000001,8.094097097814403,5.000000000000004,7.500000000000007,11.874999999999996,0.00035829451809387314,0.0017914725904693658,0.1522751701898961
T,29751,74.85358478706598,41.99192853719222,9.999999999999995,29.999999999999805,30.00000000000003,30.00000000000025,49.99999999999982,69.99999999999984,89.99999999999997,120.00000000000011,150.00000000000014,240.00000000000023,380.0000000000001,4.678349049191624,1.8750000000000018,4.37499999999999,9.375000000000009,3.3612315552418406e-05,0.1082988807098921,0.04493966589358341
TH,2845,95.88400702987698,39.21058338858351,10.000000000000009,30.00000000000003,40.000000000000036,49.99999999999982,69.99999999999984,90.00000000000009,120.0,149.99999999999991,160.00000000000014,209.99999999999997,299.99999999999994,5.992750439367311,2.500000000000002,5.625000000000005,10.000000000000009,0.000351493848857645,0.03374340949033392,0.05869947275922671
UH0,22,39.090909090909086,12.759698952380162,29.999999999999805,29.999999999999805,29.99999999999981,29.99999999999998,30.00000000000003,30.00000000000025,47.49999999999987,50.00000000000023,59.50000000000006,75.80000000000005,80.00000000000007,2.443181818181818,1.8749999999999882,1.8750000000000155,3.7187500000000036,0.0,0.5454545454545454,0.0
UH1,3159,70.18360240582463,52.64180568516277,29.999999999999805,29.999999999999805,30.00000000000003,30.00000000000025,40.000000000000036,59.99999999999983,70.00000000000028,110.0000000000001,150.00000000000014,344.20000000000067,420.0,4.386475150364039,1.8750000000000018,3.7499999999999893,9.375000000000009,0.0,0.10034821145932257,0.0446343779677113
UH2,54,82.22222222222224,43.913495211932236,30.00000000000003,30.00000000000003,30.00000000000003,33.00000000000006,49.99999999999995,70.00000000000003,107.49999999999993,147.0,160.00000000000014,197.6,240.0,5.13888888888889,1.8750000000000018,4.375000000000002,10.000000000000009,0.0,0.1111111111111111,0.07407407407407407
UW0,327,84.89296636085626,53.910426723866024,29.99999999999936,29.999999999999805,29.999999999999805,30.00000000000003,40.000000000000036,70.00000000000028,110.00000000000031,149.99999999999991,160.00000000000014,287.4000000000002,350.0000000000001,5.3058103975535165,1.8749999999999878,4.375000000000018,10.000000000000009,0.0,0.14984709480122324,0.0672782874617737
UW1,8743,101.25936943840787,75.36093326920532,29.999999999999805,30.00000000000003,39.99999999999992,40.000000000000036,50.00000000000004,70.00000000000028,120.00000000000011,209.99999999999997,270.0,385.7999999999992,540.0,6.328710589900492,2.499999999999995,4.375000000000018,16.875,0.0,0.04037515726867208,0.15967059361775135
UW2,112,98.57142857142856,67.41207425307458,29.999999999999805,29.99999999999983,30.00000000000003,31.00000000000022,40.000000000000036,75.00000000000006,139.99999999999997,180.00000000000017,244.49999999999977,306.6999999999997,310.00000000000006,6.160714285714285,1.8750000000000018,4.6875000000000036,15.281249999999986,0.0,0.10714285714285714,0.1875
